name	logFC	Pval	logPval	FDR
RRP1B	0.468484192951839	1.7722168904742e-13	12.751483128627319	1.55215039748125e-12
SYNJ2	0.468217277210564	3.58083148288391e-13	12.446016116791977	3.02803468632199e-12
TMEM138	0.46776501322995	1.50474216805594e-10	9.82253790843111	9.86384790629676e-10
TOMM40L	0.467546002376053	1.16050965442701e-8	7.935351242242156	6.14228795514105e-8
CSF1	0.467151011775023	0.00166185841096964	2.7794059805242397	0.00383728001992121
SSH2	0.467087855263594	6.15440450890824e-7	6.210813962392542	2.58842237129281e-6
FDPS	0.466819678545264	2.70679873205315e-24	23.567544035625264	5.34872377548685e-23
IRF2BP2	0.466802398080871	3.56702248496241e-14	13.447694153048996	3.30251723583548e-13
ARID3B	0.465719137858134	2.33641856542721e-12	11.631449351469085	1.83460649915811e-11
SOAT1	0.465268057871771	1.14758067924052e-11	10.940216772180886	8.42969402170224e-11
CCNH	0.464634572612359	4.07396909424972e-15	14.389982269947469	4.06716497050149e-14
KCTD13	0.46445806945565	1.55849817115648e-6	5.807293703016346	6.14405462033826e-6
NDUFA10	0.464270975854619	4.80961232345459e-15	14.31788992831843	4.77664924834057e-14
RBM28	0.464092994591716	2.50995270887619e-17	16.600334461175375	3.10948027301709e-16
CTSZ	0.464082423413465	1.68909254272322e-14	13.772346555465688	1.60262709113144e-13
BCORL1	0.463840657972372	2.16903748268336e-10	9.663732942968796	1.40261490766624e-9
LAMA5	0.463778641308119	1.09921309140629e-9	8.958918107894009	6.53785696903594e-9
TCOF1	0.463529173618887	1.75967261472985e-20	19.754568124709618	2.74543374996351e-19
NOC3L	0.463139992898519	3.92860759612961e-7	6.405761347962522	1.69163636323264e-6
DCXR	0.463058921229522	3.2478103610975e-15	14.488409337045804	3.26969034668806e-14
URB1-AS1	0.462887709098425	2.21858092340791e-5	4.653924725636383	7.19271455982143e-5
NUP93	0.462798450521744	2.43412143276513e-19	18.613657759604592	3.47981126800683e-18
GATS	0.462561188809032	3.58252138034962e-4	3.4458112090701425	9.5043646273686e-4
SNX33	0.462503605967415	4.41703414197761e-8	7.354869243799075	2.18430788696349e-7
INTS8	0.462424467531651	2.7214087797434e-16	15.565206218436025	3.06206512581951e-15
CPOX	0.462138638638251	1.33541281432758e-7	6.874384460688236	6.18793030825049e-7
KRBA1	0.461354412591522	6.79340227564755e-10	9.167912667623145	4.14627309280747e-9
MAP3K20	0.460930344907812	2.59428236284392e-14	13.585982756875188	2.43013873831922e-13
KAT2A	0.460789769796393	2.47702149119549e-12	11.606070225361227	1.94341538488873e-11
DOT1L	0.460730671095	5.99693185901642e-18	17.222070885866454	7.83533556005915e-17
RAB27B	0.460466722019357	0.00437307062262494	2.3592135089874895	0.00919007853983409
KHDC1	0.460355896140519	3.81550009147189e-4	3.4184485316978575	0.00100749428146983
UQCR11	0.459416976734903	3.62598481538017e-8	7.440574018941671	1.81565019760712e-7
DHTKD1	0.458850039575957	1.05264971162648e-8	7.9777161241769265	5.60865840779701e-8
RAP2A	0.458803827935049	4.47883588832494e-6	5.348834850504777	1.64309882761564e-5
